loc,n_records,mean,median,std,min,max,range,cv,n_outliers,outlier_rate,n_zeros,zero_rate
1260,525,0.44121600000000005,0.1161,0.5792808835718263,0.0,2.8566,2.8566,1.3129190318842159,7,1.3333333333333335,103,19.61904761904762
2037,538,4.415433457249071,4.31775,1.5367842312814768,0.0,13.0788,13.0788,0.3480483277940583,7,1.3011152416356877,4,0.7434944237918215
449,1151,2.885674456993918,2.088,2.5067447978758075,0.0,16.5312,16.5312,0.8686859294887853,14,1.2163336229365769,10,0.8688097306689836
456,1237,19.992297332255458,21.8844,5.2393762077167185,0.0,31.5342,31.5342,0.26206974219333656,14,1.131770412287793,2,0.16168148746968472
1914,1012,0.17534703557312253,0.12825,0.30039730114832514,0.0,6.2982,6.2982,1.7131587093358909,11,1.0869565217391304,231,22.82608695652174
593,372,36.80518306451613,36.419399999999996,6.9893027595031345,0.0,58.7997,58.7997,0.189899959124005,4,1.0752688172043012,1,0.2688172043010753
446,656,0.4848077743902439,0.45045,0.2015509818267935,0.0,1.8774,1.8774,0.41573380723997205,7,1.0670731707317074,9,1.3719512195121952
597,616,37.28234659090909,37.872,6.148420440079579,0.0,47.9952,47.9952,0.16491506040499088,6,0.974025974025974,2,0.3246753246753247
654,751,0.23211011984021307,0.2286,0.1322629969068659,0.0,1.6605,1.6605,0.5698286528735459,7,0.9320905459387484,13,1.7310252996005324
1680,768,0.0213421875,0.0,0.08481501485363252,0.0,1.2411,1.2411,3.974054433437647,7,0.9114583333333334,464,60.416666666666664
2035,1346,0.12922288261515605,0.1467,0.07686656373858552,0.0,0.6273,0.6273,0.5948370921851742,12,0.8915304606240713,212,15.75037147102526
1261,1122,0.09864465240641712,0.0,0.1745143841355722,0.0,1.4112,1.4112,1.7691215882293434,9,0.8021390374331552,572,50.98039215686274
450,894,0.10866342281879193,0.07155,0.1156765065608834,0.0,0.6066,0.6066,1.0645395070408057,6,0.6711409395973155,229,25.615212527964204
596,920,0.08624836956521739,0.0,0.13127600614960955,0.0,0.5895,0.5895,1.5220694235888617,5,0.5434782608695652,488,53.04347826086957
707,492,13.566208536585366,13.349699999999999,5.422494556373336,0.0,52.9092,52.9092,0.39970597103457073,2,0.40650406504065045,1,0.20325203252032523
1677,1522,4.297889684625493,4.16295,1.6057658065182894,0.0,13.3722,13.3722,0.37361726901983333,6,0.39421813403416556,5,0.328515111695138
655,1291,4.25464786986832,3.2832,4.522749131084982,0.0,58.3191,58.3191,1.0630137368395096,5,0.3872966692486445,127,9.83733539891557
600,263,2.5832840304182514,2.4966,1.1798125714015464,0.0,7.1424,7.1424,0.4567103568594146,1,0.38022813688212925,2,0.7604562737642585
708,707,2.0389570014144267,1.7064,1.979047674673374,0.0,12.4362,12.4362,0.9706176605492448,2,0.2828854314002829,11,1.5558698727015559
455,1134,7.367823809523809,7.6572,3.249075604918398,0.0,18.963,18.963,0.44098171847141243,3,0.26455026455026454,8,0.7054673721340388
595,1563,0.6960178502879079,0.7164,0.6185312981418444,0.0,4.9914,4.9914,0.8886716021521414,4,0.2559181062060141,291,18.618042226487525
706,841,124.42399298454222,139.347,21.688641934575994,14.967,145.5606,130.59359999999998,0.1743123766914511,2,0.23781212841854932,0,0.0
447,857,22.616072695449244,23.2857,4.987260204103636,0.0585,35.9271,35.8686,0.22051840172529874,2,0.2333722287047841,0,0.0
880,1169,0.1370448246364414,0.1341,0.10480650791837987,0.0,0.5058,0.5058,0.7647607868185845,1,0.0855431993156544,207,17.70744225834046
1265,344,36.568758139534886,36.0603,11.156867440293597,12.06,70.2918,58.23179999999999,0.30509287183673284,0,0.0,0,0.0
1255,558,2.0434532258064517,2.08215,0.7544687314944609,0.0,3.9141,3.9141,0.36921262594435394,0,0.0,3,0.5376344086021506
1678,64,57.43251562499999,52.7976,34.75076736346855,0.0,153.0621,153.0621,0.6050713082179839,0,0.0,1,1.5625
276,603,3.9664611940298506,1.6524,4.501018436081632,0.0,13.0905,13.0905,1.1347693109556636,0,0.0,106,17.5787728026534
445,926,0.9117291576673865,1.044,0.49313157201895347,0.0,1.8342,1.8342,0.5408750700488794,0,0.0,75,8.099352051835854
452,715,11.328925594405593,11.241,3.8284977353466063,0.0,17.9271,17.9271,0.3379400547247994,0,0.0,1,0.13986013986013987
594,533,0.5323829268292682,0.3897,0.5827293011433066,0.0,2.2824,2.2824,1.09456797312019,0,0.0,188,35.27204502814259
871,1073,0.931496644920783,0.963,0.6057481207644217,0.0,2.313,2.313,0.6502955475657524,0,0.0,40,3.727865796831314
