time,loc,image_id,sat_id,area_km2,area_km2_outlier_iqr,area_km2_outlier_zscore,area_km2_outlier_mad,area_km2_zscore,area_km2_mad_score
2024-12-13 20:20:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_202033_20241213,LC08,1.3698,1,0,1,1.5495336735612915,13.38836301369863
2016-12-30 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20161230,LC08,1.3662,1,0,1,1.5443467900382195,13.351404109589042
2018-02-12 20:20:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_202033_20180212,LC08,1.3653,1,0,1,1.5430500691574511,13.342164383561643
1996-10-20 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_19961020,LT05,1.3626,1,0,1,1.5391599065151471,13.314445205479453
2015-01-10 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20150110,LC08,1.2825,1,0,1,1.423751748126789,12.492109589041096
2006-11-17 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_20061117,LT05,1.2726,1,0,1,1.4094878184383401,12.390472602739726
2017-01-15 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20170115,LC08,1.2699,1,0,1,1.4055976557960361,12.362753424657534
2023-11-16 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20231116,LC08,1.269,1,0,1,1.4043009349152678,12.353513698630136
2022-01-13 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20220113,LC08,1.2609,1,0,1,1.3926304469883553,12.27035616438356
2008-12-16 20:30:33.000000,1256,LANDSAT-LE07-C02-T1_L2-LE07_203033_20081216,LE07,1.2339,1,0,1,1.3537288205653133,11.993164383561643
2015-12-12 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20151212,LC08,1.2294,1,0,1,1.347245216161473,11.946965753424658
2014-03-12 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20140312,LC08,1.2285,1,0,1,1.3459484952807048,11.93772602739726
2013-11-29 20:20:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_202033_20131129,LC08,1.2231,1,0,1,1.3381681699960966,11.882287671232877
2017-12-01 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20171201,LC08,1.2231,1,0,1,1.3381681699960966,11.882287671232877
2004-12-22 20:20:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_202033_20041222,LT05,1.2069,1,0,1,1.3148271941422713,11.715972602739727
2020-12-01 20:30:33.000000,1256,LANDSAT-LE07-C02-T1_L2-LE07_203033_20201201,LE07,1.1988,1,0,1,1.3031567062153588,11.632815068493152
2024-01-12 20:20:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_202033_20240112,LC08,1.197,1,0,1,1.3005632644538225,11.614335616438357
1993-12-24 20:20:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_202033_19931224,LT05,1.1817,1,0,1,1.2785190094807652,11.457260273972603
2016-12-23 20:20:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_202033_20161223,LC08,1.1772,1,0,1,1.272035405076925,11.411061643835618
1985-08-19 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_19850819,LT05,1.1745,1,0,1,1.268145242434621,11.383342465753426
2014-12-02 20:20:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_202033_20141202,LC08,1.1574,1,0,1,1.2435075457000275,11.207787671232877
2011-03-20 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_20110320,LT05,1.1547,1,0,1,1.2396173830577233,11.180068493150685
2021-03-15 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20210315,LC08,1.1439,1,0,1,1.2240567324885063,11.069191780821917
1986-10-09 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_19861009,LT05,1.143,1,0,1,1.2227600116077384,11.05995205479452
2023-11-25 20:20:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_202033_20231125,LC08,1.1412,1,0,1,1.2201665698462023,11.041472602739725
2007-01-29 20:20:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_202033_20070129,LT05,1.1295,1,0,1,1.2033091983962172,10.921356164383562
2010-11-28 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_20101128,LT05,1.1268,1,0,1,1.1994190357539132,10.89363698630137
1984-09-17 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_19840917,LT05,1.125,1,0,1,1.196825593992377,10.875157534246574
2014-01-23 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20140123,LC08,1.1052,1,0,1,1.1682977346154795,10.671883561643835
2013-11-12 20:30:33.000000,1256,LANDSAT-LE07-C02-T1_L2-LE07_203033_20131112,LE07,1.1034,1,0,1,1.1657042928539432,10.65340410958904
1999-12-17 20:20:33.000000,1256,LANDSAT-LE07-C02-T1_L2-LE07_202033_19991217,LE07,1.098,1,0,1,1.1579239675693351,10.597965753424658
2015-01-03 20:20:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_202033_20150103,LC08,1.0917,1,0,1,1.1488469214039583,10.533287671232877
2013-12-15 20:20:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_202033_20131215,LC08,1.0737,1,0,1,1.1229125037885972,10.34849315068493
2015-03-15 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20150315,LC08,1.071,1,0,1,1.1190223411462927,10.320773972602739
1988-09-28 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_19880928,LT05,1.0647,1,0,1,1.1099452949809163,10.25609589041096
2015-11-10 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20151110,LC08,1.0611,1,0,1,1.1047584114578441,10.21913698630137
2004-01-04 20:30:33.000000,1256,LANDSAT-LE07-C02-T1_L2-LE07_203033_20040104,LE07,1.0584,1,0,1,1.10086824881554,10.19141780821918
2023-11-24 20:30:33.000000,1256,LANDSAT-LC09-C02-T1_L2-LC09_203033_20231124,LC09,1.0458,1,0,1,1.082714156484787,10.062061643835618
2017-02-16 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20170216,LC08,1.0413,1,0,1,1.0762305520809465,10.01586301369863
1985-08-12 20:20:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_202033_19850812,LT05,1.0368,1,0,1,1.0697469476771062,9.969664383561645
2010-03-09 20:30:33.000000,1256,LANDSAT-LE07-C02-T1_L2-LE07_203033_20100309,LE07,1.0341,1,0,1,1.0658567850348022,9.941945205479453
2018-01-18 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20180118,LC08,1.0242,1,0,1,1.0515928553463534,9.840308219178084
2019-03-10 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20190310,LC08,1.0035,1,0,1,1.0217682750886878,9.627794520547946
2004-01-05 20:20:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_202033_20040105,LT05,1.0008,1,0,1,1.0178781124463834,9.600075342465754
1995-01-19 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_19950119,LT05,0.9999,1,0,1,1.0165813915656154,9.590835616438357
2013-10-27 20:30:33.000000,1256,LANDSAT-LE07-C02-T1_L2-LE07_203033_20131027,LE07,0.9873,1,0,1,0.9984272992348623,9.461479452054794
2015-03-31 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20150331,LC08,0.9828,1,0,1,0.9919436948310221,9.41528082191781
2009-01-09 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_20090109,LT05,0.9765,1,0,1,0.9828666486656457,9.350602739726028
2023-12-18 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20231218,LC08,0.9756,1,0,1,0.9815699277848777,9.341363013698631
2001-01-19 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_20010119,LT05,0.972,1,0,1,0.9763830442618053,9.304404109589042
1988-12-17 20:30:33.000000,1256,LANDSAT-LT05-C02-T1_L2-LT05_203033_19881217,LT05,0.9603,1,0,1,0.9595256728118204,9.184287671232877
2018-02-03 20:30:33.000000,1256,LANDSAT-LC08-C02-T1_L2-LC08_203033_20180203,LC08,0.9594,1,0,1,0.9582289519310525,9.175047945205481
2009-01-17 20:30:33.000000,1256,LANDSAT-LE07-C02-T1_L2-LE07_203033_20090117,LE07,0.9477,1,0,1,0.9413715804810675,9.054931506849316
