time,loc,image_id,sat_id,area_km2,area_km2_outlier_iqr,area_km2_outlier_zscore,area_km2_outlier_mad,area_km2_zscore,area_km2_mad_score
2022-12-03 18:18:53.000000,445,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20221203T181853_20221203T181918_046171_05871D_CDFF,S1_GRD,0.0166,1,1,1,3.0137542559377515,4.460906824925814
2021-10-03 18:17:55.000000,445,COPERNICUS-S1_GRD-S1B_IW_GRDH_1SDV_20211003T181755_20211003T181820_028975_037534_5803,S1_GRD,0.0137,1,1,1,3.022523555448556,4.47251543026706
2019-01-12 06:18:03.000000,446,COPERNICUS-S1_GRD-S1B_IW_GRDH_1SDV_20190112T061803_20190112T061828_014457_01AEB6_7365,S1_GRD,0.8551,1,1,1,3.6676693692634275,4.622233962264146
2018-02-22 06:17:55.000000,446,COPERNICUS-S1_GRD-S1B_IW_GRDH_1SDV_20180222T061755_20180222T061820_009732_011928_652B,S1_GRD,0.8545,1,1,1,3.661567471745433,4.614598113207543
2020-03-07 06:18:08.000000,446,COPERNICUS-S1_GRD-S1B_IW_GRDH_1SDV_20200307T061808_20200307T061833_020582_02702C_ACDB,S1_GRD,0.8486,1,1,1,3.6015654794851484,4.53951226415094
2024-12-28 18:18:51.000000,446,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20241228T181851_20241228T181916_057196_0708BB_82A8,S1_GRD,0.8423,1,1,1,3.5374955555462013,4.4593358490566
2019-01-11 18:17:35.000000,446,COPERNICUS-S1_GRD-S1B_IW_GRDH_1SDV_20190111T181735_20190111T181800_014450_01AE7E_749B,S1_GRD,0.8178,1,1,1,3.2883347402280707,4.147538679245279
2017-01-16 06:18:34.000000,446,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20170116T061834_20170116T061859_014853_018370_B50F,S1_GRD,0.8168,1,1,1,3.278164911031412,4.1348122641509395
2015-02-08 06:18:32.000000,446,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20150208T061832_20150208T061857_004528_0058FF_2ECA,S1_GRD,0.8164,1,1,1,3.2740969793527492,4.129721698113204
2020-10-15 06:19:05.000000,446,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20201015T061905_20201015T061930_034803_040E5B_FED6,S1_GRD,0.812,1,1,1,3.229349730887453,4.07372547169811
2019-01-17 18:18:27.000000,446,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20190117T181827_20190117T181852_025521_02D47C_A0E7,S1_GRD,0.8109,1,1,1,3.2181629187711276,4.059726415094335
2017-01-22 06:17:49.000000,446,COPERNICUS-S1_GRD-S1B_IW_GRDH_1SDV_20170122T061749_20170122T061814_003957_006D3B_8DB0,S1_GRD,0.8087,1,1,1,3.1957892945384794,4.031728301886789
2019-01-18 06:18:50.000000,446,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20190118T061850_20190118T061915_025528_02D4BB_4258,S1_GRD,0.7813,1,0,1,2.9171359745500407,3.683024528301883
2024-12-29 06:19:14.000000,446,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20241229T061914_20241229T061939_057203_0708FE_6504,S1_GRD,0.7755,1,0,1,2.858150965209422,3.609211320754713
2015-04-26 06:26:32.000000,446,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20150426T062632_20150426T062657_005651_0073F6_BCB7,S1_GRD,0.216,1,0,1,2.8318684703209316,3.511217924528299
2022-11-21 18:18:54.000000,446,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20221121T181854_20221121T181919_045996_058128_2F72,S1_GRD,0.2139,1,0,1,2.8532251116339142,3.537943396226412
2018-01-10 06:26:08.000000,446,COPERNICUS-S1_GRD-S1B_IW_GRDH_1SDV_20180110T062608_20180110T062633_009105_010494_6DD0,S1_GRD,0.2134,1,0,1,2.858310026232243,3.544306603773581
2021-01-24 06:27:22.000000,446,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20210124T062722_20210124T062747_036276_044160_3A95,S1_GRD,0.181,1,1,1,3.187812492203974,3.9566424528301853
2024-02-26 06:27:38.000000,446,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20240226T062738_20240226T062803_052726_06612F_67AD,S1_GRD,0.158,1,1,1,3.4217185637271164,4.249349999999996
2024-03-09 06:27:37.000000,446,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20240309T062737_20240309T062802_052901_066720_EA9D,S1_GRD,0.1441,1,1,1,3.5630791895606677,4.426247169811317
2018-02-27 06:26:07.000000,446,COPERNICUS-S1_GRD-S1B_IW_GRDH_1SDV_20180227T062607_20180227T062632_009805_011B96_3F0F,S1_GRD,0.1166,1,1,1,3.842749492468773,4.776223584905656
2018-03-11 06:26:07.000000,446,COPERNICUS-S1_GRD-S1B_IW_GRDH_1SDV_20180311T062607_20180311T062632_009980_012173_A782,S1_GRD,0.1151,1,1,1,3.8580042362637603,4.795313207547166
2018-01-15 18:26:21.000000,447,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20180115T182621_20180115T182646_020169_022678_4595,S1_GRD,52.9611,1,1,1,9.393463584335338,9.646885010600096
2015-06-30 06:34:57.000000,447,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20150630T063457_20150630T063522_006599_008CB8_8DD3,S1_GRD,9.1651,1,1,0,3.0143566791236633,3.1339751114091645
2021-11-01 06:35:41.000000,447,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20211101T063541_20211101T063606_040374_04C8FD_BEEB,S1_GRD,8.9714,1,1,0,3.069233717780893,3.1905020226712257
2016-11-21 06:34:32.000000,447,COPERNICUS-S1_GRD-S1B_IW_GRDH_1SDV_20161121T063432_20161121T063457_003053_00530F_A297,S1_GRD,8.6264,1,1,0,3.1669754748110632,3.2911823757192935
2015-11-21 06:34:54.000000,447,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20151121T063454_20151121T063519_008699_00C611_7C3D,S1_GRD,8.2156,1,1,0,3.283358993037133,3.4110649526240655
2015-06-12 18:26:15.000000,447,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20150612T182615_20150612T182640_006344_00858E_386C,S1_GRD,8.1376,1,1,0,3.305457129409172,3.433827467226237
2021-02-10 06:35:31.000000,447,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20210210T063531_20210210T063556_036524_0449F9_87D1,S1_GRD,6.9466,1,1,1,3.6428786732437612,3.781393555574786
2015-03-26 06:34:57.000000,447,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20150326T063457_20150326T063522_005199_006900_C1A2,S1_GRD,6.1671,1,1,1,3.863718382243814,4.008872788041364
2018-11-18 06:26:34.000000,447,COPERNICUS-S1_GRD-S1B_IW_GRDH_1SDV_20181118T062634_20181118T062659_013655_019490_DF7C,S1_GRD,6.1392,1,1,1,3.871622715638428,4.0170147644182945
2020-11-12 18:26:43.000000,447,COPERNICUS-S1_GRD-S1A_IW_GRDH_1SDV_20201112T182643_20201112T182708_035219_041CBB_585B,S1_GRD,2.0798,1,1,1,5.021689059082703,5.201657735906202
